qualifyid,raceid,driverid,constructorid,position_final,year,round,circuitid,circuitref,car_condition,driver_condition,position_q1,previous_year_position_q1,circuitref_fastlap,driver_time_vs_fastlap,car_time_vs_fastlap,previous_driver_time_vs_fastlap,previous_car_time_vs_fastlap,q1
8963.0,1063,846.0,1.0,1.0,2021.0,12.0,13.0,spa,67.5,95.0,1.0,20.0,103664.0,14637.0,16278.0,0.0,0.0,118301.0
8957.0,1063,817.0,1.0,12.0,2021.0,12.0,13.0,spa,67.5,40.0,12.0,20.0,103664.0,17919.0,16278.0,0.0,0.0,121583.0
8954.0,1063,830.0,9.0,2.0,2021.0,12.0,13.0,spa,85.0,90.0,2.0,20.0,103664.0,15053.0,15361.5,0.0,0.0,118717.0
8960.0,1063,815.0,9.0,4.0,2021.0,12.0,13.0,spa,85.0,80.0,4.0,20.0,103664.0,15670.0,15361.5,0.0,0.0,119334.0
8956.0,1063,1.0,131.0,3.0,2021.0,12.0,13.0,spa,77.5,85.0,3.0,20.0,103664.0,15554.0,15880.0,0.0,0.0,119218.0
8961.0,1063,822.0,131.0,6.0,2021.0,12.0,13.0,spa,77.5,70.0,6.0,20.0,103664.0,16206.0,15880.0,0.0,0.0,119870.0
8955.0,1063,847.0,3.0,5.0,2021.0,12.0,13.0,spa,62.5,75.0,5.0,20.0,103664.0,16200.0,16751.0,0.0,0.0,119864.0
8965.0,1063,849.0,3.0,10.0,2021.0,12.0,13.0,spa,62.5,50.0,10.0,20.0,103664.0,17302.0,16751.0,0.0,0.0,120966.0
8958.0,1063,20.0,117.0,7.0,2021.0,12.0,13.0,spa,50.0,65.0,7.0,20.0,103664.0,16511.0,17222.0,0.0,0.0,120175.0
8968.0,1063,840.0,117.0,13.0,2021.0,12.0,13.0,spa,50.0,35.0,13.0,20.0,103664.0,17933.0,17222.0,0.0,0.0,121597.0
8959.0,1063,842.0,213.0,8.0,2021.0,12.0,13.0,spa,37.5,60.0,8.0,20.0,103664.0,16723.0,17736.0,0.0,0.0,120387.0
8970.0,1063,852.0,213.0,17.0,2021.0,12.0,13.0,spa,37.5,15.0,17.0,20.0,103664.0,18749.0,17736.0,0.0,0.0,122413.0
8964.0,1063,844.0,6.0,9.0,2021.0,12.0,13.0,spa,50.0,55.00000000000001,9.0,20.0,103664.0,17064.0,17292.0,0.0,0.0,120728.0
8966.0,1063,832.0,6.0,11.0,2021.0,12.0,13.0,spa,50.0,45.0,11.0,20.0,103664.0,17520.0,17292.0,0.0,0.0,121184.0
8967.0,1063,4.0,214.0,14.0,2021.0,12.0,13.0,spa,27.5,30.0,14.0,20.0,103664.0,17989.0,18074.5,0.0,0.0,121653.0
8962.0,1063,839.0,214.0,15.0,2021.0,12.0,13.0,spa,27.5,25.0,15.0,20.0,103664.0,18160.0,18074.5,0.0,0.0,121824.0
8969.0,1063,841.0,51.0,16.0,2021.0,12.0,13.0,spa,12.5,20.0,16.0,20.0,103664.0,18642.0,19715.0,0.0,0.0,122306.0
8972.0,1063,8.0,51.0,19.0,2021.0,12.0,13.0,spa,12.5,5.0,19.0,20.0,103664.0,20788.0,19715.0,0.0,0.0,124452.0
8971.0,1063,854.0,210.0,18.0,2021.0,12.0,13.0,spa,5.0,10.0,18.0,20.0,103664.0,20309.0,20792.0,0.0,0.0,123973.0
8973.0,1063,853.0,210.0,20.0,2021.0,12.0,13.0,spa,5.0,0.0,20.0,20.0,103664.0,21275.0,20792.0,0.0,0.0,124939.0
9453.0,1087,830.0,9.0,1.0,2022.0,14.0,13.0,spa,90.0,95.0,1.0,2.0,103664.0,917.0,1315.0,15053.0,15361.5,104581.0
9455.0,1087,815.0,9.0,3.0,2022.0,14.0,13.0,spa,90.0,85.0,3.0,4.0,103664.0,1713.0,1315.0,15670.0,15361.5,105377.0
9454.0,1087,832.0,6.0,2.0,2022.0,14.0,13.0,spa,85.0,90.0,2.0,11.0,103664.0,1386.0,1647.0,17520.0,17292.0,105050.0
9456.0,1087,844.0,6.0,4.0,2022.0,14.0,13.0,spa,85.0,80.0,4.0,9.0,103664.0,1908.0,1647.0,17064.0,17292.0,105572.0
9460.0,1087,847.0,131.0,5.0,2022.0,14.0,13.0,spa,70.0,75.0,5.0,5.0,103664.0,1986.0,2029.0,16200.0,16751.0,105650.0
9459.0,1087,1.0,131.0,7.0,2022.0,14.0,13.0,spa,70.0,65.0,7.0,3.0,103664.0,2072.0,2029.0,15554.0,15880.0,105736.0
9461.0,1087,848.0,3.0,6.0,2022.0,14.0,13.0,spa,42.5,70.0,6.0,20.0,103664.0,2008.0,2372.5,0.0,0.0,105672.0
9469.0,1087,849.0,3.0,17.0,2022.0,14.0,13.0,spa,42.5,15.0,17.0,10.0,103664.0,2737.0,2372.5,17302.0,16751.0,106401.0
9462.0,1087,846.0,1.0,8.0,2022.0,14.0,13.0,spa,47.5,60.0,8.0,1.0,103664.0,2081.0,2314.5,14637.0,16278.0,105745.0
9463.0,1087,817.0,1.0,13.0,2022.0,14.0,13.0,spa,47.5,35.0,13.0,12.0,103664.0,2548.0,2314.5,17919.0,16278.0,106212.0
9457.0,1087,839.0,214.0,9.0,2022.0,14.0,13.0,spa,52.5,55.00000000000001,9.0,15.0,103664.0,2375.0,2393.0,18160.0,18074.5,106039.0
9458.0,1087,4.0,214.0,10.0,2022.0,14.0,13.0,spa,52.5,50.0,10.0,14.0,103664.0,2411.0,2393.0,17989.0,18074.5,106075.0
9465.0,1087,855.0,51.0,11.0,2022.0,14.0,13.0,spa,22.5,45.0,11.0,20.0,103664.0,2514.0,3358.0,0.0,0.0,106178.0
9472.0,1087,822.0,51.0,20.0,2022.0,14.0,13.0,spa,22.5,0.0,20.0,6.0,103664.0,4202.0,3358.0,16206.0,15880.0,107866.0
9464.0,1087,842.0,213.0,12.0,2022.0,14.0,13.0,spa,22.5,40.0,12.0,8.0,103664.0,2519.0,2773.5,16723.0,17736.0,106183.0
9471.0,1087,852.0,213.0,19.0,2022.0,14.0,13.0,spa,22.5,5.0,19.0,17.0,103664.0,3028.0,2773.5,18749.0,17736.0,106692.0
9466.0,1087,840.0,117.0,14.0,2022.0,14.0,13.0,spa,25.0,30.0,14.0,13.0,103664.0,2592.0,2636.0,17933.0,17222.0,106256.0
9468.0,1087,20.0,117.0,16.0,2022.0,14.0,13.0,spa,25.0,20.0,16.0,7.0,103664.0,2680.0,2636.0,16511.0,17222.0,106344.0
9467.0,1087,854.0,210.0,15.0,2022.0,14.0,13.0,spa,17.5,25.0,15.0,18.0,103664.0,2678.0,2785.5,20309.0,20792.0,106342.0
9470.0,1087,825.0,210.0,18.0,2022.0,14.0,13.0,spa,17.5,10.0,18.0,20.0,103664.0,2893.0,2785.5,0.0,0.0,106557.0
9854.0,1110,844.0,6.0,1.0,2023.0,12.0,13.0,spa,87.5,95.0,1.0,4.0,103664.0,14636.0,14830.0,1908.0,1647.0,118300.0
9857.0,1110,832.0,6.0,4.0,2023.0,12.0,13.0,spa,87.5,80.0,4.0,2.0,103664.0,15024.0,14830.0,1386.0,1647.0,118688.0
9853.0,1110,830.0,9.0,2.0,2023.0,12.0,13.0,spa,77.5,90.0,2.0,1.0,103664.0,14851.0,15043.0,917.0,1315.0,118515.0
9855.0,1110,815.0,9.0,7.0,2023.0,12.0,13.0,spa,77.5,65.0,7.0,3.0,103664.0,15235.0,15043.0,1713.0,1315.0,118899.0
9856.0,1110,1.0,131.0,3.0,2023.0,12.0,13.0,spa,72.5,85.0,3.0,7.0,103664.0,14899.0,15135.0,2072.0,2029.0,118563.0
9860.0,1110,847.0,131.0,8.0,2023.0,12.0,13.0,spa,72.5,60.0,8.0,5.0,103664.0,15371.0,15135.0,1986.0,2029.0,119035.0
9861.0,1110,4.0,117.0,5.0,2023.0,12.0,13.0,spa,55.0,75.0,5.0,10.0,103664.0,15170.0,15584.5,2411.0,2393.0,118834.0
9862.0,1110,840.0,117.0,13.0,2023.0,12.0,13.0,spa,55.0,35.0,13.0,14.0,103664.0,15999.0,15584.5,2592.0,2636.0,119663.0
9858.0,1110,857.0,1.0,6.0,2023.0,12.0,13.0,spa,50.0,70.0,6.0,20.0,103664.0,15208.0,15762.5,0.0,0.0,118872.0
9859.0,1110,846.0,1.0,14.0,2023.0,12.0,13.0,spa,50.0,30.0,14.0,8.0,103664.0,16317.0,15762.5,2081.0,2314.5,119981.0
