predictions_real_xgb,position_xgb
99858.21,5.0
102168.234,9.0
102706.7,10.0
106347.58,13.0
97931.766,3.0
105579.83,12.0
106432.69,14.0
101930.4,7.0
99847.93,4.0
97516.7,1.0
109491.12,15.0
97613.695,2.0
101836.805,6.0
101960.125,8.0
105114.45,11.0
