predictions_real_xgb,position_xgb
88053.64,3.0
88374.06,7.0
86280.84,1.0
88759.99,8.0
96772.91,13.0
91629.22,11.0
94433.85,12.0
89024.63,9.0
102929.81,15.0
101144.12,14.0
88073.0,5.0
87981.78,2.0
88207.82,6.0
88064.75,4.0
89026.31,10.0
