predictions_real_xgb,position_xgb
94600.7,3.0
96011.15,8.0
94944.88,4.0
98905.734,12.0
95678.81,7.0
101678.41,15.0
98816.29,11.0
94293.65,2.0
98476.12,10.0
98159.56,9.0
95458.77,5.0
95543.03,6.0
94277.27,1.0
99456.98,13.0
99664.914,14.0
