predictions_real_xgb,position_xgb
92506.47,2.0
99658.39,9.0
98273.13,7.0
104486.52,11.0
91697.42,1.0
98257.484,6.0
115651.98,15.0
100581.305,10.0
105010.59,12.0
98661.19,8.0
98024.19,5.0
105906.86,13.0
108392.03,14.0
93212.5,3.0
94254.664,4.0
