predictions_real_xgb,predictions_real_linearregresion,predictions_real_ridge,predictions_real_lasso,predictions_real_tree,predictions_real_knn,position_xgb,position_linearregresion,position_ridge,position_lasso,position_tree,position_knn
90521.914,97996.50595230609,91782.2538259936,91809.99921907268,89846.0,90421.8,2.0,8.0,9.0,9.0,1.0,2.0
90779.49,97836.60795661807,91519.35591905033,91529.51011595214,90000.0,90901.6,5.0,7.0,7.0,7.0,2.0,9.0
90871.8,97540.4844124429,91407.40042115255,91407.90869114341,90000.0,91121.6,6.0,6.0,6.0,6.0,2.0,10.0
91633.23,99057.60781411827,93025.21514747458,93048.43194948178,90836.0,90850.8,9.0,10.0,10.0,10.0,7.0,6.0
91801.43,96729.15658703446,90929.89192522623,90903.68620359788,92338.0,90868.0,10.0,2.0,3.0,3.0,8.0,8.0
90696.47,97321.30740389973,91366.43765894874,91373.11319568465,90000.0,90468.6,4.0,4.0,5.0,5.0,2.0,3.0
90962.805,97382.24309227616,91126.17884327854,91139.17390694564,92338.0,90850.8,7.0,5.0,4.0,4.0,8.0,6.0
91505.82,96266.40159586444,90169.91359991036,90141.3885636747,92338.0,90236.4,8.0,1.0,1.0,1.0,8.0,1.0
90543.76,97056.56501335278,90724.26055748841,90727.0767042927,90000.0,90638.6,3.0,3.0,2.0,2.0,2.0,4.0
90439.49,98022.75082148239,91663.973665136,91684.05404640092,90000.0,90638.6,1.0,9.0,8.0,8.0,2.0,4.0
