qualifyid,raceid,driverid,constructorid,position_final,year,round,circuitid,circuitref,car_condition,driver_condition,position_q1,previous_year_position_q1,circuitref_fastlap,driver_time_vs_fastlap,car_time_vs_fastlap,previous_driver_time_vs_fastlap,previous_car_time_vs_fastlap,q2disqualified,driver_q2vsq1,car_q2vsq1,previous_driver_q2vsq1,previous_car_q2vsq1,position_q2,previous_year_position_q2,q1,q2
9104.0,1071,817.0,1.0,11.0,2021.0,19.0,18.0,interlagos,47.5,45.0,11.0,20.0,70162.0,-788.0,-792.5,0.0,0.0,0,-281.0,-308.0,0.0,0.0,14.0,20.0,69374.0,69093.0
9103.0,1071,846.0,1.0,10.0,2021.0,19.0,18.0,interlagos,47.5,50.0,10.0,20.0,70162.0,-797.0,-792.5,0.0,0.0,0,-335.0,-308.0,0.0,0.0,12.0,20.0,69365.0,69030.0
9101.0,1071,832.0,6.0,3.0,2021.0,19.0,18.0,interlagos,82.5,85.0,3.0,20.0,70162.0,-1116.0,-1061.5,0.0,0.0,0,-15.0,-155.5,0.0,0.0,13.0,20.0,69046.0,69031.0
9102.0,1071,844.0,6.0,4.0,2021.0,19.0,18.0,interlagos,82.5,80.0,4.0,20.0,70162.0,-1007.0,-1061.5,0.0,0.0,0,-296.0,-155.5,0.0,0.0,9.0,20.0,69155.0,68859.0
9100.0,1071,842.0,213.0,8.0,2021.0,19.0,18.0,interlagos,57.5,60.0,8.0,20.0,70162.0,-815.0,-813.5,0.0,0.0,0,-444.0,-155.5,0.0,0.0,10.0,20.0,69347.0,68903.0
9108.0,1071,852.0,213.0,9.0,2021.0,19.0,18.0,interlagos,57.5,55.00000000000001,9.0,20.0,70162.0,-812.0,-813.5,0.0,0.0,0,133.0,-155.5,0.0,0.0,18.0,20.0,69350.0,69483.0
9113.0,1071,847.0,3.0,18.0,2021.0,19.0,18.0,interlagos,12.5,10.0,18.0,20.0,70162.0,-209.0,-237.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3.0,20.0,69953.0,0.0
9112.0,1071,849.0,3.0,17.0,2021.0,19.0,18.0,interlagos,12.5,15.0,17.0,20.0,70162.0,-265.0,-237.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3.0,20.0,69897.0,0.0
9115.0,1071,853.0,210.0,20.0,2021.0,19.0,18.0,interlagos,2.5,0.0,20.0,20.0,70162.0,427.0,297.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3.0,20.0,70589.0,0.0
9114.0,1071,854.0,210.0,19.0,2021.0,19.0,18.0,interlagos,2.5,5.0,19.0,20.0,70162.0,167.0,297.0,0.0,0.0,1,0.0,0.0,0.0,0.0,3.0,20.0,70329.0,0.0
9600.0,1095,1.0,131.0,2.0,2022.0,21.0,18.0,interlagos,67.5,90.0,2.0,1.0,70162.0,3241.0,3753.0,-1429.0,-1275.5,0,-1864.0,-2486.5,-665.0,-639.5,14.0,6.0,73403.0,71539.0
9595.0,1095,847.0,131.0,11.0,2022.0,21.0,18.0,interlagos,67.5,45.0,11.0,18.0,70162.0,4265.0,3753.0,-209.0,-237.0,0,-3109.0,-2486.5,0.0,0.0,9.0,3.0,74427.0,71318.0
9599.0,1095,4.0,214.0,3.0,2022.0,21.0,18.0,interlagos,60.0,85.0,3.0,12.0,70162.0,3380.0,3940.5,-771.0,-751.5,0,-2148.0,-2612.0,-254.0,-247.5,11.0,15.0,73542.0,71394.0
9598.0,1095,839.0,214.0,13.0,2022.0,21.0,18.0,interlagos,60.0,35.0,13.0,13.0,70162.0,4501.0,3940.5,-732.0,-751.5,0,-3076.0,-2612.0,-241.0,-247.5,15.0,16.0,74663.0,71587.0
9605.0,1095,20.0,117.0,4.0,2022.0,21.0,18.0,interlagos,65.0,80.0,4.0,14.0,70162.0,3435.0,3835.5,-711.0,-605.0,0,-1919.0,-2053.5,-52.0,-26.0,18.0,17.0,73597.0,71678.0
9612.0,1095,840.0,117.0,10.0,2022.0,21.0,18.0,interlagos,65.0,50.0,10.0,16.0,70162.0,4236.0,3835.5,-499.0,-605.0,0,-2188.0,-2053.5,0.0,-26.0,20.0,3.0,74398.0,72210.0
9601.0,1095,815.0,9.0,5.0,2022.0,21.0,18.0,interlagos,72.5,75.0,5.0,5.0,70162.0,3451.0,3457.0,-990.0,-911.5,0,-2157.0,-2450.5,-199.0,-514.5,13.0,11.0,73613.0,71456.0
9594.0,1095,830.0,9.0,6.0,2022.0,21.0,18.0,interlagos,72.5,70.0,6.0,6.0,70162.0,3463.0,3457.0,-833.0,-911.5,0,-2744.0,-2450.5,-830.0,-514.5,6.0,8.0,73625.0,70881.0
9606.0,1095,817.0,1.0,15.0,2022.0,21.0,18.0,interlagos,60.0,25.0,15.0,11.0,70162.0,4769.0,3856.5,-788.0,-792.5,0,-2791.0,-2260.0,-281.0,-308.0,19.0,14.0,74931.0,72140.0
9596.0,1095,846.0,1.0,1.0,2022.0,21.0,18.0,interlagos,60.0,95.0,1.0,10.0,70162.0,2944.0,3856.5,-797.0,-792.5,0,-1729.0,-2260.0,-335.0,-308.0,10.0,12.0,73106.0,71377.0
9609.0,1095,822.0,51.0,18.0,2022.0,21.0,18.0,interlagos,12.5,10.0,18.0,2.0,70162.0,5324.0,5179.5,-1122.0,-1275.5,1,0.0,0.0,-614.0,-639.5,3.0,7.0,75486.0,0.0
9608.0,1095,855.0,51.0,17.0,2022.0,21.0,18.0,interlagos,12.5,15.0,17.0,20.0,70162.0,5035.0,5179.5,0.0,0.0,1,0.0,0.0,0.0,0.0,3.0,20.0,75197.0,0.0
9593.0,1095,825.0,210.0,7.0,2022.0,21.0,18.0,interlagos,32.5,65.0,7.0,20.0,70162.0,3792.0,4995.5,0.0,0.0,0,-2544.0,-1272.0,0.0,0.0,12.0,20.0,73954.0,71410.0
9611.0,1095,854.0,210.0,20.0,2022.0,21.0,18.0,interlagos,32.5,0.0,20.0,19.0,70162.0,6199.0,4995.5,167.0,297.0,1,0.0,-1272.0,0.0,0.0,3.0,3.0,76361.0,0.0
9597.0,1095,832.0,6.0,14.0,2022.0,21.0,18.0,interlagos,35.0,30.0,14.0,3.0,70162.0,4518.0,4421.0,-1116.0,-1061.5,0,-3790.0,-3663.0,-15.0,-155.5,7.0,13.0,74680.0,70890.0
9602.0,1095,844.0,6.0,12.0,2022.0,21.0,18.0,interlagos,35.0,40.0,12.0,4.0,70162.0,4324.0,4421.0,-1007.0,-1061.5,0,-3536.0,-3663.0,-296.0,-155.5,8.0,9.0,74486.0,70950.0
9604.0,1095,842.0,213.0,9.0,2022.0,21.0,18.0,interlagos,30.000000000000004,55.00000000000001,9.0,8.0,70162.0,4209.0,5155.5,-815.0,-813.5,0,-2696.0,-1348.0,-444.0,-155.5,17.0,10.0,74371.0,71675.0
9610.0,1095,852.0,213.0,19.0,2022.0,21.0,18.0,interlagos,30.000000000000004,5.0,19.0,9.0,70162.0,6102.0,5155.5,-812.0,-813.5,1,0.0,-1348.0,133.0,-155.5,3.0,18.0,76264.0,0.0
9603.0,1095,848.0,3.0,8.0,2022.0,21.0,18.0,interlagos,40.0,60.0,8.0,20.0,70162.0,4162.0,4547.5,0.0,0.0,0,-2693.0,-1346.5,0.0,0.0,16.0,20.0,74324.0,71631.0
9607.0,1095,849.0,3.0,16.0,2022.0,21.0,18.0,interlagos,40.0,20.0,16.0,17.0,70162.0,4933.0,4547.5,-265.0,-237.0,1,0.0,-1346.5,0.0,0.0,3.0,3.0,75095.0,0.0
10255.0,1130,1.0,131.0,0.0,2024.0,21.0,18.0,interlagos,100.0,100.0,16.0,2.0,70162.0,,,3241.0,3753.0,1,,,-1864.0,-2486.5,,14.0,74223.25,
10260.0,1130,847.0,131.0,0.0,2024.0,21.0,18.0,interlagos,100.0,100.0,13.0,11.0,70162.0,,,4265.0,3753.0,0,,,-3109.0,-2486.5,,9.0,74083.0859375,
10257.0,1130,4.0,117.0,0.0,2024.0,21.0,18.0,interlagos,100.0,100.0,10.0,3.0,70162.0,,,3380.0,3940.5,0,,,-2148.0,-2612.0,,11.0,74073.234375,
10265.0,1130,840.0,117.0,0.0,2024.0,21.0,18.0,interlagos,100.0,100.0,5.0,10.0,70162.0,,,4236.0,3835.5,0,,,-2188.0,-2053.5,,20.0,73927.8203125,
10272.0,1130,807.0,213.0,0.0,2024.0,21.0,18.0,interlagos,150.0,100.0,17.0,20.0,70162.0,,,0.0,0.0,1,,,0.0,0.0,,20.0,74243.265625,
10271.0,1130,817.0,213.0,0.0,2024.0,21.0,18.0,interlagos,150.0,100.0,18.0,15.0,70162.0,,,4769.0,3856.5,1,,,-2791.0,-2260.0,,19.0,74305.203125,
10261.0,1130,852.0,213.0,0.0,2024.0,21.0,18.0,interlagos,150.0,100.0,19.0,19.0,70162.0,,,6102.0,5155.5,1,,,0.0,-1348.0,,3.0,74313.59375,
10259.0,1130,815.0,9.0,0.0,2024.0,21.0,18.0,interlagos,100.0,100.0,7.0,5.0,70162.0,,,3451.0,3457.0,0,,,-2157.0,-2450.5,,13.0,74043.6875,
10254.0,1130,830.0,9.0,0.0,2024.0,21.0,18.0,interlagos,100.0,100.0,11.0,6.0,70162.0,,,3463.0,3457.0,0,,,-2744.0,-2450.5,,6.0,74077.609375,
10262.0,1130,822.0,51.0,0.0,2024.0,21.0,18.0,interlagos,100.0,100.0,15.0,18.0,70162.0,,,5324.0,5179.5,0,,,0.0,0.0,,3.0,74111.265625,
10269.0,1130,855.0,51.0,0.0,2024.0,21.0,18.0,interlagos,100.0,100.0,9.0,17.0,70162.0,,,5035.0,5179.5,0,,,0.0,0.0,,3.0,74071.4140625,
10267.0,1130,825.0,210.0,0.0,2024.0,21.0,18.0,interlagos,50.0,100.0,20.0,7.0,70162.0,,,3792.0,4995.5,1,,,-2544.0,-1272.0,,12.0,74314.7265625,
10256.0,1130,832.0,6.0,0.0,2024.0,21.0,18.0,interlagos,100.0,100.0,3.0,14.0,70162.0,,,4518.0,4421.0,0,,,-3790.0,-3663.0,,7.0,73907.28125,
10253.0,1130,844.0,6.0,0.0,2024.0,21.0,18.0,interlagos,100.0,100.0,2.0,12.0,70162.0,,,4324.0,4421.0,0,,,-3536.0,-3663.0,,8.0,73882.375,
10264.0,1130,839.0,214.0,0.0,2024.0,21.0,18.0,interlagos,100.0,100.0,14.0,13.0,70162.0,,,4501.0,3940.5,0,,,-3076.0,-2612.0,,15.0,74111.2265625,
10263.0,1130,842.0,214.0,0.0,2024.0,21.0,18.0,interlagos,100.0,100.0,12.0,9.0,70162.0,,,4209.0,5155.5,0,,,-2696.0,-1348.0,,17.0,74082.6875,
10266.0,1130,846.0,1.0,0.0,2024.0,21.0,18.0,interlagos,100.0,100.0,1.0,1.0,70162.0,,,2944.0,3856.5,0,,,-1729.0,-2260.0,,10.0,73763.515625,
10258.0,1130,857.0,1.0,0.0,2024.0,21.0,18.0,interlagos,100.0,100.0,6.0,20.0,70162.0,,,0.0,0.0,0,,,0.0,0.0,,20.0,73961.1015625,
10268.0,1130,848.0,3.0,0.0,2024.0,21.0,18.0,interlagos,100.0,100.0,4.0,8.0,70162.0,,,4162.0,4547.5,0,,,-2693.0,-1346.5,,16.0,73916.9765625,
10270.0,1130,858.0,3.0,0.0,2024.0,21.0,18.0,interlagos,100.0,100.0,8.0,20.0,70162.0,,,0.0,0.0,0,,,0.0,0.0,,20.0,74071.2109375,
