predictions_real_xgb,position_xgb
94826.58,6.0
96412.05,11.0
95750.48,10.0
99910.94,15.0
82449.03,2.0
95674.39,9.0
93594.69,3.0
94690.5,4.0
94886.97,7.0
96655.73,13.0
94786.93,5.0
96459.52,12.0
98027.875,14.0
95048.086,8.0
82362.83,1.0
