predictions_real_xgb,position_xgb
90959.76,9.0
90124.95,5.0
91402.18,10.0
92755.88,11.0
105483.59,14.0
89063.87,1.0
90474.41,6.0
89615.266,2.0
89702.54,3.0
90104.82,4.0
90574.92,7.0
90710.48,8.0
98267.9,12.0
106742.91,15.0
98650.63,13.0
