predictions_real_xgb,position_xgb
100937.0,8.0
102596.125,14.0
101399.6,11.0
89640.125,1.0
102821.875,15.0
101058.44,9.0
100552.48,6.0
102412.96,13.0
100900.2,7.0
101105.52,10.0
96993.94,5.0
101770.15,12.0
90588.39,3.0
91175.48,4.0
90515.445,2.0
