qualifyid,raceid,driverid,constructorid,position_final,year,round,circuitid,circuitref,car_condition,driver_condition,position_q1,previous_year_position_q1,circuitref_fastlap,driver_time_vs_fastlap,car_time_vs_fastlap,previous_driver_time_vs_fastlap,previous_car_time_vs_fastlap,q1
9157.0,1073,1.0,131.0,1.0,2021.0,22.0,24.0,yas_marina,92.5,95.0,1.0,20.0,83445.0,-600.0,-464.0,0.0,0.0,82845.0
9161.0,1073,822.0,131.0,2.0,2021.0,22.0,24.0,yas_marina,92.5,90.0,2.0,20.0,83445.0,-328.0,-464.0,0.0,0.0,83117.0
9156.0,1073,830.0,9.0,3.0,2021.0,22.0,24.0,yas_marina,82.5,85.0,3.0,20.0,83445.0,-123.0,-109.0,0.0,0.0,83322.0
9159.0,1073,815.0,9.0,4.0,2021.0,22.0,24.0,yas_marina,82.5,80.0,4.0,20.0,83445.0,-95.0,-109.0,0.0,0.0,83350.0
9163.0,1073,852.0,213.0,5.0,2021.0,22.0,24.0,yas_marina,70.0,75.0,5.0,20.0,83445.0,-17.0,13.5,0.0,0.0,83428.0
9167.0,1073,842.0,213.0,7.0,2021.0,22.0,24.0,yas_marina,70.0,65.0,7.0,20.0,83445.0,44.0,13.5,0.0,0.0,83489.0
9162.0,1073,844.0,6.0,6.0,2021.0,22.0,24.0,yas_marina,62.5,70.0,6.0,20.0,83445.0,22.0,100.5,0.0,0.0,83467.0
9160.0,1073,832.0,6.0,9.0,2021.0,22.0,24.0,yas_marina,62.5,55.00000000000001,9.0,20.0,83445.0,179.0,100.5,0.0,0.0,83624.0
9158.0,1073,846.0,1.0,8.0,2021.0,22.0,24.0,yas_marina,52.5,60.0,8.0,20.0,83445.0,108.0,246.0,0.0,0.0,83553.0
9165.0,1073,817.0,1.0,11.0,2021.0,22.0,24.0,yas_marina,52.5,45.0,11.0,20.0,83445.0,384.0,246.0,0.0,0.0,83829.0
9164.0,1073,839.0,214.0,10.0,2021.0,22.0,24.0,yas_marina,45.0,50.0,10.0,20.0,83445.0,319.0,360.0,0.0,0.0,83764.0
9166.0,1073,4.0,214.0,12.0,2021.0,22.0,24.0,yas_marina,45.0,40.0,12.0,20.0,83445.0,401.0,360.0,0.0,0.0,83846.0
9168.0,1073,840.0,117.0,13.0,2021.0,22.0,24.0,yas_marina,30.0,35.0,13.0,20.0,83445.0,616.0,698.0,0.0,0.0,84061.0
9170.0,1073,20.0,117.0,15.0,2021.0,22.0,24.0,yas_marina,30.0,25.0,15.0,20.0,83445.0,780.0,698.0,0.0,0.0,84225.0
9169.0,1073,841.0,51.0,14.0,2021.0,22.0,24.0,yas_marina,20.0,30.0,14.0,20.0,83445.0,673.0,1003.5,0.0,0.0,84118.0
9173.0,1073,8.0,51.0,18.0,2021.0,22.0,24.0,yas_marina,20.0,10.0,18.0,20.0,83445.0,1334.0,1003.5,0.0,0.0,84779.0
9171.0,1073,849.0,3.0,16.0,2021.0,22.0,24.0,yas_marina,17.5,20.0,16.0,20.0,83445.0,893.0,935.5,0.0,0.0,84338.0
9172.0,1073,847.0,3.0,17.0,2021.0,22.0,24.0,yas_marina,17.5,15.0,17.0,20.0,83445.0,978.0,935.5,0.0,0.0,84423.0
9174.0,1073,854.0,210.0,19.0,2021.0,22.0,24.0,yas_marina,2.5,5.0,19.0,20.0,83445.0,1461.0,1850.5,0.0,0.0,84906.0
9175.0,1073,853.0,210.0,20.0,2021.0,22.0,24.0,yas_marina,2.5,0.0,20.0,20.0,83445.0,2240.0,1850.5,0.0,0.0,85685.0
9613.0,1096,830.0,9.0,1.0,2022.0,22.0,24.0,yas_marina,92.5,95.0,1.0,3.0,83445.0,1309.0,1342.0,-123.0,-109.0,84754.0
9614.0,1096,815.0,9.0,2.0,2022.0,22.0,24.0,yas_marina,92.5,90.0,2.0,4.0,83445.0,1375.0,1342.0,-95.0,-109.0,84820.0
9616.0,1096,832.0,6.0,3.0,2022.0,22.0,24.0,yas_marina,82.5,85.0,3.0,9.0,83445.0,1645.0,1705.5,179.0,100.5,85090.0
9615.0,1096,844.0,6.0,4.0,2022.0,22.0,24.0,yas_marina,82.5,80.0,4.0,6.0,83445.0,1766.0,1705.5,22.0,100.5,85211.0
9619.0,1096,846.0,1.0,5.0,2022.0,22.0,24.0,yas_marina,52.5,75.0,5.0,8.0,83445.0,1942.0,2131.5,108.0,246.0,85387.0
9622.0,1096,817.0,1.0,14.0,2022.0,22.0,24.0,yas_marina,52.5,30.0,14.0,11.0,83445.0,2321.0,2131.5,384.0,246.0,85766.0
9621.0,1096,20.0,117.0,6.0,2022.0,22.0,24.0,yas_marina,52.5,70.0,6.0,15.0,83445.0,2078.0,2187.0,780.0,698.0,85523.0
9626.0,1096,840.0,117.0,13.0,2022.0,22.0,24.0,yas_marina,52.5,35.0,13.0,13.0,83445.0,2296.0,2187.0,616.0,698.0,85741.0
9618.0,1096,847.0,131.0,7.0,2022.0,22.0,24.0,yas_marina,62.5,65.0,7.0,17.0,83445.0,2100.0,2124.5,978.0,935.5,85545.0
9617.0,1096,1.0,131.0,8.0,2022.0,22.0,24.0,yas_marina,62.5,60.0,8.5,1.0,83445.0,2149.0,2124.5,-600.0,-464.0,85594.0
9627.0,1096,855.0,51.0,9.0,2022.0,22.0,24.0,yas_marina,32.5,55.00000000000001,8.5,20.0,83445.0,2149.0,2298.0,0.0,0.0,85594.0
9630.0,1096,822.0,51.0,18.0,2022.0,22.0,24.0,yas_marina,32.5,10.0,18.0,2.0,83445.0,2447.0,2298.0,-328.0,-464.0,85892.0
9624.0,1096,852.0,213.0,10.0,2022.0,22.0,24.0,yas_marina,32.5,50.0,10.0,5.0,83445.0,2185.0,2299.5,-17.0,13.5,85630.0
9629.0,1096,842.0,213.0,17.0,2022.0,22.0,24.0,yas_marina,32.5,15.0,17.0,7.0,83445.0,2414.0,2299.5,44.0,13.5,85859.0
9625.0,1096,854.0,210.0,11.0,2022.0,22.0,24.0,yas_marina,32.5,45.0,11.0,19.0,83445.0,2266.0,2327.5,1461.0,1850.5,85711.0
