predictions_real_xgb,position_xgb
100854.4,5.0
102591.35,6.0
102826.39,7.0
90301.42,1.0
103394.36,9.0
103143.57,8.0
103416.164,10.0
103472.44,12.0
98218.03,3.0
103599.47,13.0
100035.34,4.0
103467.43,11.0
104910.164,15.0
104255.04,14.0
93309.45,2.0
