predictions_real_xgb,position_xgb
103602.05,9.0
106044.3,15.0
104070.6,10.0
104927.23,12.0
94428.34,1.0
95703.58,2.0
96227.984,3.0
104917.16,11.0
105200.32,14.0
102865.18,5.0
103210.41,8.0
103114.33,7.0
102194.63,4.0
105200.08,13.0
102976.734,6.0
