predictions_real_xgb,position_xgb
102580.84,7.0
103786.164,13.0
99475.086,3.0
100362.04,5.0
93781.79,1.0
102855.48,9.0
106820.99,15.0
102812.29,8.0
103076.445,10.0
97306.62,2.0
99635.83,4.0
103262.94,11.0
103831.34,14.0
103270.44,12.0
100682.98,6.0
