predictions_real_xgb,position_xgb
103662.67,6.0
107064.42,10.0
110117.92,15.0
96377.98,3.0
106981.59,8.0
109102.94,14.0
107244.64,11.0
103493.805,5.0
96311.0,2.0
108336.76,13.0
95838.89,1.0
107042.086,9.0
103678.82,7.0
107964.86,12.0
96937.12,4.0
