predictions_real_xgb,position_xgb
98272.75,6.0
100643.086,11.0
98166.164,3.0
104990.5,13.0
93302.484,2.0
98676.086,8.0
98244.9,5.0
98796.08,9.0
101914.27,12.0
98211.164,4.0
98434.15,7.0
105565.71,14.0
99492.81,10.0
106809.836,15.0
92944.76,1.0
